ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV3859,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,NA
ASV3860,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,KCLunmb-38-53,NA,NA
ASV3861,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,NA,NA
ASV3862,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Herbinix,NA
ASV3863,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,NA,NA
ASV3864,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
ASV3865,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,NA,NA,NA
ASV3866,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,NA,NA
ASV3867,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,NA
ASV3868,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV3869,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,GWC2-45-44,NA,NA
ASV3870,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NA,NA
ASV3871,Bacteria,Bacteroidetes,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobaculum,NA
ASV3872,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,NA,NA
ASV3873,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA,NA
ASV3874,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiodictyon,NA
ASV3875,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,NA
ASV3876,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA,NA
ASV3877,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV3878,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,NA,NA
ASV3879,Bacteria,Chloroflexi,Ktedonobacteria,C0119,NA,NA,NA
ASV3880,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA,NA
ASV3881,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,NA,NA,NA
ASV3882,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,NA
ASV3883,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Salinispira,NA
ASV3884,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,NA,NA
ASV3885,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA,NA
ASV3886,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NA,NA
ASV3887,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA,NA
ASV3888,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chitinibacteraceae,Chitinibacter,NA
ASV3889,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Acetobacteroides,NA
ASV3890,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,NA,NA,NA
ASV3891,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Roseimarinus,NA
ASV3892,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,NA,NA
ASV3893,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Paludibaculum,NA
ASV3894,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,NA,NA,NA
ASV3895,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus_Planktophila,NA
ASV3896,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA,NA
ASV3897,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,NA,NA,NA
ASV3898,Bacteria,Actinobacteria,MB-A2-108,NA,NA,NA,NA
ASV3899,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,37-13,NA,NA
ASV3900,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,NA,NA
ASV3901,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA,NA
ASV3902,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,NA
ASV3903,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,NA
ASV3904,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Leptothrix,NA
ASV3905,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
ASV3906,Bacteria,Bacteroidetes,Ignavibacteria,SJA-28,NA,NA,NA
ASV3907,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,NA
ASV3908,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,NA,NA,NA
ASV3909,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NA,NA
ASV3910,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA,NA
ASV3911,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,MSB-4B10,NA,NA
ASV3912,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,NA,NA
ASV3913,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Epulopiscium,NA
ASV3914,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
ASV3915,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
ASV3916,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,NA
ASV3917,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,NA
ASV3918,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA,NA
ASV3919,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV3920,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV3921,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,NA
ASV3922,Bacteria,Acidobacteria,Acidobacteriia,Subgroup_2,NA,NA,NA
ASV3923,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella,NA
ASV3924,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,NA,NA,NA
ASV3925,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax,NA
ASV3926,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,MM1,NA
ASV3927,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,NA
ASV3928,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
ASV3929,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella,NA
ASV3930,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium,NA
ASV3931,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
ASV3932,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,Methylomonas,NA
ASV3933,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Sphaerospermopsis_BCCUSP55,NA
ASV3934,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV3935,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,NA,NA
ASV3936,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
ASV3937,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,NA
ASV3938,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Oligoflexus,NA
ASV3939,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV3940,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA
ASV3941,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,NA
ASV3942,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV3943,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,NA
ASV3944,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,NA,NA
ASV3945,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA,NA
ASV3946,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV3947,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,NA
ASV3948,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,NA,NA
ASV3949,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,NA
ASV3950,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,NA
ASV3951,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,NA,NA
ASV3952,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Anaeromyxobacter,NA
ASV3953,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,NA
ASV3954,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,NA,NA
ASV3955,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV3956,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA
ASV3957,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
ASV3958,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA,NA
ASV3959,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV3960,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
ASV3961,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,NA,NA
ASV3962,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,NA,NA
ASV3963,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
ASV3964,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV3965,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,NA
ASV3966,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,NA,NA
ASV3967,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,NA
ASV3968,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Ovatusbacter,NA
ASV3969,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV3970,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae_R-7_group,NA
ASV3971,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,NA,NA,NA
ASV3972,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13,NA
ASV3973,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,NA
ASV3974,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,NA,NA
ASV3975,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV3976,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,NA,NA
ASV3977,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA,NA
ASV3978,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV3979,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,NA
ASV3980,Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,NA,NA,NA
ASV3981,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Niveispirillum,NA
ASV3982,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
ASV3983,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,NA
ASV3984,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus_Planktophila,NA
ASV3985,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
ASV3986,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,NA,NA
ASV3987,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV3988,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Xenophilus,NA
ASV3989,Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,NA,NA,NA
ASV3990,Bacteria,Planctomycetes,OM190,NA,NA,NA,NA
ASV3991,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,NA
ASV3992,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,NA
ASV3993,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,NA,NA
ASV3994,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,NA,NA
ASV3995,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,NA,NA
ASV3996,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA,NA
ASV3997,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Sulfuritalea,NA
ASV3998,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Bryobacter,NA
ASV3999,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Phormidiaceae,Trichodesmium_IMS101,NA
ASV4000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,NA,NA
ASV4001,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA,NA
ASV4002,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Bryobacter,NA
ASV4003,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA,NA
ASV4004,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV4005,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA,NA
ASV4006,Bacteria,Actinobacteria,Acidimicrobiia,NA,NA,NA,NA
ASV4007,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,NA,NA
ASV4008,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV4009,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA,NA
ASV4010,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NA,NA
ASV4011,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,NA
ASV4012,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA
ASV4013,Bacteria,Bacteroidetes,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,NA
ASV4014,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Candidatus_Lumbricincola,NA
ASV4015,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,NA
ASV4016,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
ASV4017,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Parablastomonas,NA
ASV4018,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,NA,NA
ASV4019,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
ASV4020,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,NA
ASV4021,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus_Planktophila,NA
ASV4022,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,NA
ASV4023,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylorosula,NA
ASV4024,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Herbinix,NA
ASV4025,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
ASV4026,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
ASV4027,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,NA,NA
ASV4028,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Silvanigrella,NA
ASV4029,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Runella,NA
ASV4030,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,NA,NA
ASV4031,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NA,NA
ASV4032,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
ASV4033,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
ASV4034,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA
ASV4035,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,NA
ASV4036,Bacteria,Planctomycetes,NA,NA,NA,NA,NA
ASV4037,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,NA
ASV4038,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,NA
ASV4039,Bacteria,Actinobacteria,MB-A2-108,NA,NA,NA,NA
ASV4040,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,NA,NA
ASV4041,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_Ga6A1_group,NA
ASV4042,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,NA
ASV4043,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA
ASV4044,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
ASV4045,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA,NA
ASV4046,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Oscillochloris,NA
ASV4047,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_1,NA
ASV4048,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV4049,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA,NA
ASV4050,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,NA,NA,NA
ASV4051,Bacteria,Lentisphaerae,Oligosphaeria,Oligosphaerales,Oligosphaeraceae,NA,NA
ASV4052,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,NA
ASV4053,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,NA,NA
ASV4054,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA,NA
ASV4055,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,NA,NA
ASV4056,Bacteria,Cyanobacteria,Oxyphotobacteria,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena_PCC-7429,NA
ASV4057,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Acetobacteroides,NA
ASV4058,Bacteria,Cyanobacteria,Melainabacteria,Vampirovibrionales,NA,NA,NA
ASV4059,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella,NA
ASV4060,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
ASV4061,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Smithella,NA
ASV4062,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,NA
ASV4063,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,NA
ASV4064,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV4065,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV4066,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Ovatusbacter,NA
ASV4067,Bacteria,Latescibacteria,NA,NA,NA,NA,NA
ASV4068,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,NA,NA,NA
ASV4069,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,NA,NA
ASV4070,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,NA
ASV4071,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema_2,NA
ASV4072,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella,NA
ASV4073,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV4074,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Ferribacterium,NA
ASV4075,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,NA,NA
ASV4076,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium,NA
ASV4077,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis,NA
ASV4078,Bacteria,Patescibacteria,ABY1,NA,NA,NA,NA
ASV4079,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,NA,NA,NA
ASV4080,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,NA,NA,NA
ASV4081,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,NA,NA
ASV4082,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASV4083,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella,NA
ASV4084,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_1,NA
ASV4085,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,SB-5,NA,NA
ASV4086,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA,NA
ASV4087,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,NA,NA
ASV4088,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,NA,NA
ASV4089,Bacteria,Chloroflexi,SHA-26,NA,NA,NA,NA
ASV4090,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,NA,NA
ASV4091,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,NA
ASV4092,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,NA,NA
ASV4093,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,NA,NA
ASV4094,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,NA,NA
ASV4095,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,NA,NA,NA
ASV4096,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,NA,NA,NA
ASV4097,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseimicrobium,NA
ASV4098,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,NA,NA,NA
ASV4099,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA,NA
ASV4100,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,NA,NA
ASV4101,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,NA
ASV4102,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
ASV4103,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV4104,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,NA,NA
ASV4105,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,NA,NA
ASV4106,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Holophaga,NA
ASV4107,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,MSBL3,NA
ASV4108,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,NA
ASV4109,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,NA
ASV4110,Bacteria,Latescibacteria,NA,NA,NA,NA,NA
ASV4111,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,NA,NA
ASV4112,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,NA
ASV4113,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Berkiella,NA
ASV4114,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,NA,NA
ASV4115,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
